"nmadb_id","id","id_old","id_mod","is.star","cor_ability_pscore","cor_ability_pbv","cor_ability_PReTA","cor_ability_pswd","cor_prbs_pscore","cor_prbs_pbv","cor_prbs_PReTA","cor_prbs_pswd","cor_pscore_pbv","cor_pscore_PReTA","cor_pscore_pswd","cor_pbv_PReTA","cor_pbv_pswd","cor_PReTA_pswd","tau","avg_var","range","nS_nT"
479806,13,14,13,TRUE,0.987504728327043,0.793773040306127,0.929074453295736,0.966046140637331,0.82355729666798,0.998937028615759,0.924469263811681,0.912611359245034,0.798035394266838,0.959269268212794,0.982319271785856,0.910670712073536,0.894539516722954,0.990924360678679,0.298470820596045,0.141899345748485,0.857558688695291,569.2
479807,14,15,14,TRUE,0.984561184675183,0.635596579317326,0.976788608275884,0.974626467469403,0.945625284898981,0.902896274215587,0.797701027799555,0.956709472992063,0.744020717307614,0.931482749331256,0.998382070960564,0.495391771445926,0.776183340039884,0.910199525094518,0.174185293876252,0.108520395707617,0.797091189886885,1005.8
479808,15,16,15,TRUE,0.936447434676867,0.506093387000238,0.890507277688837,0.890140023000765,0.928973197594996,0.893518374695778,0.893603699078247,0.967060899126718,0.721312777054603,0.971577264435895,0.991118895177942,0.614264031882736,0.805304896056182,0.951605436355547,0.397792727561518,0.11673860541445,0.838862547812696,1091.85714285714
479907,16,17,16,FALSE,0.969718684479966,0.529301267472836,0.936295833430674,0.906939399985592,0.860764237917023,0.717646114179626,0.868575298784248,0.899455956019434,0.68119188736463,0.973165449809187,0.979266477736617,0.597774850906164,0.808317526309727,0.941887904923594,0.196595750149814,0.0541856354506437,0.87956301956883,1137.36363636364
479918,17,18,17,TRUE,0.925012294572975,0.548800236105239,0.852205854762583,0.865807052802452,0.90989573846878,0.815989959746018,0.904271842293299,0.940494299820077,0.729627916340287,0.968724646598458,0.983099225345892,0.658840736657836,0.836645869936593,0.943669037259352,0,0.0642367572355835,0.954373524803007,901.857142857143
479969,18,19,18,FALSE,0.896424331070611,0.280417583925321,0.916039358524469,0.839808098191687,0.425579787906275,0.404905101552234,0.365891854920646,0.544693824686146,0.531001066281938,0.977182716255235,0.958498663504654,0.444539921429684,0.70464337485928,0.923277840041393,0.156043565981227,0.179434636213098,0.998304353975027,642.666666666667
479971,19,20,19,TRUE,0.805201291733795,0.403971857056033,0.925192132897828,0.905302533396721,0.805201291733795,0.403971857056033,0.925192132897828,0.905302533396721,0.813343130573155,0.954709475592435,0.963543056187108,0.609945194104311,0.7530719850333,0.956227270005301,0,0.0119498856741673,0.797654314054007,34376
479974,20,21,20,FALSE,0.955844054310754,0.94163722004055,0.981751596333197,0.999676748683191,0.839160407988971,0.998298818713851,0.916020079505978,0.958844940229229,0.808339696401798,0.946929858614618,0.953207663552377,0.891689137139128,0.940757073203091,0.985744931310358,0.176214903849314,0.0255957672102983,0.745530680272766,272.75
479996,21,22,21,FALSE,0.980270476265867,0.620150891818811,0.992074260867573,0.969551901411847,0.860149578527943,0.921462806255324,0.821746102345656,0.915452078477287,0.69869638517482,0.979724462011452,0.990483505038336,0.620847397423862,0.770746443919805,0.973686100093477,0.157006095176448,0.06375982281996,0.900525181825003,572.444444444444
479999,22,23,22,FALSE,0.99441669001941,0.599540247779276,0.926796919438887,0.99154511740645,0.468911133873969,0.986642673951726,0.263120255797454,0.527537593440794,0.559655438808139,0.938962326547617,0.996209255618453,0.345598336201766,0.613626617436922,0.918144073068458,0.259621566837757,0.114849821381292,0.969621989327267,4097.875
